StudentID,Name,Age,Gender,Program,Year,AttendancePercent,CGPA,EnrolledDate,Status,ScholarshipStatus,HostelResident,PlacementStatus,TotalFeeINR,FeePaidINR,PendingFeeINR,FeeStatus,City,State
S0982,Frado Narayan,20,Male,MBA,1,70.49,9.22,22-06-2025,Active,No,Yes,Placed,450000,439245.09,10754.91,Partial,Kolkata,West Bengal
S0983,Sarthak Thaman,22,Male,B.Tech (ECE),1,65.12,9.11,13-06-2023,Dropped,Yes,Yes,,550000,178360.65,96639.35,Partial,Bhopal,Madhya Pradesh
S0984,Timothy Korpal,22,Male,B.Sc (Physics),2,62.74,8.92,13-09-2022,Dropped,Yes,No,,220000,89647.76,20352.24,Partial,Kolkata,West Bengal
S0985,Farhan Balasubramanian,22,Female,BBA,1,83.03,5.5,29-03-2023,Graduated,No,Yes,,300000,234249.79,65750.21,Partial,Pune,Maharashtra
S0986,Ranveer Kashyap,24,Male,MCA,2,95.4,8.26,07-10-2022,Active,Yes,Yes,Placed,350000,115250.31,59749.69,Partial,Patna,Bihar
S0987,Robert Gara,21,Male,BBA,2,86.16,8.8,19-04-2023,Dropped,No,No,,300000,128215.32,171784.68,Partial,Bengaluru,Karnataka
S0988,Ronith Lala,20,Male,B.Sc (Maths),3,99.07,6.32,21-04-2025,Graduated,Yes,Yes,,200000,43266.18,56733.82,Partial,Jaipur,Rajasthan
S0989,Teerth Mand,23,Male,B.Sc (Maths),3,92.27,8.57,22-09-2021,Graduated,No,No,,200000,70661.33,129338.67,Partial,Chandigarh,Punjab
S0990,Aadhya Brar,24,Male,B.Tech (ECE),1,73.64,8.25,09-02-2025,Graduated,No,Yes,,550000,491409.79,58590.21,Partial,Mumbai,Maharashtra
S0991,Ojasvi Garg,19,Female,MBA,2,97.89,8.59,16-03-2024,On Leave,Yes,Yes,,450000,158145.92,179354.08,Partial,Cochin,Kerala
S0992,Lipika Chaudhari,18,Male,B.Tech (CSE),2,73.46,5.24,23-07-2022,Dropped,Yes,No,,600000,226790.48,73209.52,Partial,Bengaluru,Karnataka
S0993,Aadi Bali,22,Female,BBA,2,60.89,6.67,10-07-2023,On Leave,Yes,No,,300000,66802.46,83197.54,Partial,Chennai,Tamil Nadu
S0994,Aradhana Mandal,25,Male,B.Com,3,64.38,6.16,08-12-2023,Active,No,Yes,,250000,204161.17,45838.83,Partial,Cochin,Kerala
S0995,Imaran Hegde,19,Female,B.Com,4,63,6.83,08-02-2025,Active,Yes,No,,250000,56263.34,131236.66,Partial,Chandigarh,Punjab
S0996,Akshay Sastry,20,Male,MBA,1,73.36,7.57,16-03-2022,Dropped,No,No,Placed,450000,395355.76,54644.24,Partial,Pune,Maharashtra
S0997,Omkaar Brar,25,Female,B.Sc (Maths),3,60.17,6.5,18-12-2024,Dropped,Yes,No,,200000,69051.59,30948.41,Partial,Mumbai,Maharashtra
S0998,Meghana Sengupta,24,Female,BBA,2,73.62,8.44,02-02-2024,On Leave,No,No,,300000,242537.72,57462.28,Partial,Pune,Maharashtra
S0999,Yauvani Mohan,19,Female,BBA,1,89.62,8.65,04-04-2025,Dropped,No,No,,300000,128307.17,171692.83,Partial,Kolkata,West Bengal
S1000,Zayan Khare,24,Female,MCA,1,83.39,7.25,01-03-2023,Graduated,Yes,No,,350000,144653.73,117846.27,Partial,Bhopal,Madhya Pradesh
S1001,ABSCC,23,Male,ME,4,99.8,8.99,18-10-2025,Active,Yes,No,,450000,440000,10000,Partial,Chennai,Tamil Nadu
